emp_ID,emp_Name,emp_Size
117212,Neudesic,201-500
1028969,Nambiti,51-200
958602,Digirock,51-200
802017,Skycatch,1-50
6731,Centrica,10000--1
2610813,ESENS Consulting,-1-0
20031,FLYHT Aerospace Solutions,51-200
241449,Statkraft AS,201-500
2957074,12u12,-1-0
3061377,Deep BI,-1-0
610327,GSK Solutions,1-50
13463,Ness Technologies,5001-10000
660417,AMAG Automobil- und Motoren,10000--1
2291102,Externa,1-50
1804827,Terramera,51-200
7800,Economist Group,1001-5000
2133781,Kanoma,1-50
820432,Boylesports,501-1000
3051722,AP ExecSearch,-1-0
391662,CVPartners,51-200
2976871,Global Property & Facilities International,51-200
1643141,Hipster,1-50
3067427,Exclaim IT,-1-0
2312201,DANA,51-200
2978897,Railsbank,51-200
1282949,Job@ctive,201-500
2075005,Kiklop Green Sector,1-50
36323,Falck,10000--1
344093,A.T. Leasing,1-50
940217,Indian Institute of Technology Patna,1-50
35944,Specsavers,10000--1
944477,Sportdecals,51-200
40467,Chong Hing Bank,1001-5000
1579328,Dinngo,1-50
26195,Galliford Try,1001-5000
1465925,Watchfinder,51-200
729,West Pharmaceutical Services,5001-10000
625418,Survalent Technology,1-50
436328,W R Systems,201-500
389314,AACR,1-50
958197,Dialpad,201-500
412889,PURE Group of Insurance Companies,501-1000
702955,Rosenbauer,501-1000
1878845,Karma Partners,1-50
978842,VOSS Solutions,51-200
1748022,Mr. Cooper,5001-10000
2019998,INDEV (Greece),1-50
1487410,Bespoke Careers,51-200
808924,Comstor,501-1000
10253,Interserve,10000--1
1316655,NZTC,1-50
2249669,Recruitech,-1-0
575880,IVC Group,1001-5000
270120,Alert Logic,501-1000
2162794,HRM Info,1-50
945097,The unbelievable Machine Company,51-200
1167732,Cloud Academy,51-200
1658591,Itinere Talent,1-50
597396,Suyati Technologies,51-200
3055132,BigaBid,-1-0
754007,Pluto7,51-200
977356,thinkstep,201-500
771455,Caixa Mágica Software,51-200
787063,PushON,1-50
821041,STRIP: Ministry of Waxing,-1-0
2469864,C6 Bank,501-1000
2353315,The Advertiser-Tribune,1-50
3045401,ExpertHyre,1-50
2956365,Glocomms,51-200
6451,TAG Heuer,1001-5000
869711,Zetta Group,201-500
357373,Serac,1-50
1727201,Moneybox,1-50
1009741,Incedo,1001-5000
1378843,LabResource,1-50
2884185,Mentor & Faber,-1-0
840374,John Clements Consultants,1001-5000
1310522,Cellenza,51-200
988476,Northgate Public Services,1001-5000
361082,Course Hero,51-200
316107,IPT (Switzerland),51-200
41157,Synnex Technology International,1001-5000
2700376,Bling Bling,-1-0
1976850,BINTIME,51-200
1123688,Lucideus,51-200
987737,Wehkamp,501-1000
466202,Clover,501-1000
2399629,Nogamy,1-50
770886,Trifacta,51-200
376820,Sigmaways,51-200
1173394,Groupe INSA,501-1000
1984823,Janus Henderson Investors,1001-5000
582656,Frontier Economics,201-500
338257,Soft Solutions,201-500
2545653,parsionate,51-200
11467,Saba Software,1001-5000
40024,888 Holdings,1001-5000
1816833,Ciro Solution,1-50
2459657,Gumption Group,201-500
2979621,Monzesi,-1-0
1158699,AB4 Systems,1-50
2572643,Atlantic Technologies,51-200
370090,Beyond,201-500
938281,Xtremax,201-500
399947,Unit9,51-200
399026,Preqin,201-500
2983977,CompuCorp (Malaysia),-1-0
1139834,S4M,51-200
1067356,Hartlauer,1001-5000
757498,Quest Learning,1-50
2933413,Adfinis SyGroup,-1-0
6349,Mitsubishi Heavy Industries,10000--1
300682,Stratpoint Global Outsourcing,1-50
947224,VPV Versicherungen,1001-5000
253039,evosoft,501-1000
227068,PCCW Solutions,1001-5000
15303,Nordex,5001-10000
246460,National Economic and Development Authority,1001-5000
1483834,MAGNA,1-50
666302,Pride Technologies Consulting India,-1-0
511335,Orient Craft,5001-10000
1141672,Intellica,51-200
1345672,TALENT 300,1-50
568578,NuWave Solutions,1-50
592752,Cambridge International Systems,201-500
2054231,Vidmob,51-200
3114,California Casualty,501-1000
1144282,Itineris,201-500
3015566,Synergy Food Ingredients & Processing,-1-0
1863154,Zana Impact Training and Consultancy,1-50
961700,Marquardt,1001-5000
2334751,GOCOMO,1-50
1174198,Stuart,201-500
659249,Dartmouth Partners,51-200
226874,KRJA Systems,51-200
941221,ViewQwest,201-500
2356061,hi Inc.,501-1000
2396061,InfiniOpes,1-50
454412,Expertech,1001-5000
936392,Synchrone,1001-5000
2915189,Elucidate,-1-0
1050028,Manila Doctors Hospital.,501-1000
1180838,MAGNA GLOBAL,5001-10000
2994243,Avondale Construction,-1-0
546831,Mars Media Group,51-200
262922,Nicholson Construction Company,-1-0
30452,Nihilent,1001-5000
395047,Emergent,1-50
1006719,Consea Executive Search,1-50
2913265,Enginium,-1-0
2855425,Grupa Exorigo-Upos,-1-0
2176750,Powertech,1-50
2478051,Cloud Infosolutions,1-50
1064944,Valiant Bank,501-1000
405426,Koombea,1-50
2127697,Opendatasoft,51-200
990033,Hyperoptic,1001-5000
847977,OpenSynergy,51-200
625832,Equinox Consulting Partners,1-50
1311323,ERAS Ingénierie,201-500
1269308,Carrington West,51-200
767112,Inet Hosting Solutions,1-50
1879075,Ignition Group,1001-5000
39429,Belvac,51-200
354375,Banyan Tree,5001-10000
7827,Husky Injection Molding Systems,1001-5000
936273,Bagubagu Studio,1-50
39392,NCI,1001-5000
1094241,Sentio Solutions,1-50
378337,OnProcess Technology,1001-5000
1272411,Brewster Partners Recruitment Group,1-50
2903891,niiio finance group,-1-0
2928408,Reids Heritage Construction,-1-0
833613,Ivalua,201-500
3020106,Realtimo,-1-0
910104,Antidot,1-50
2272919,IA Innovations,1-50
250727,Tower Hill Insurance Group,201-500
1703083,Amaiden Energy,201-500
22707,HireRight,1001-5000
1381608,UHY International,5001-10000
380718,Pico Global,201-500
2808761,Mg Personal Training,-1-0
822070,Blaine Construction,51-200
23114,Northbridge Financial,1001-5000
2359072,Ryman Healthcare,1001-5000
3782,Tate & Lyle,1001-5000
664700,Tealium,201-500
1122547,Wisconsin Diagnostic Laboratories,201-500
10520,Baloise Group,5001-10000
1031282,Focus Engineering,1-50
942636,CYREN,201-500
3057965,PeddleSMART,1-50
26809,Aruba Networks,5001-10000
2874885,ICT Group,-1-0
3026809,Flux London,-1-0
806648,Picnic,1-50
2065095,Elmaaly Group For Recruitment,10000--1
795045,Fawkes & Reece,51-200
1146547,Cloudeon,1-50
2066842,LuminoGuru,1-50
353752,Fusion Analytics,1-50
749468,Cabot Credit Management,1001-5000
12836,Monsoon,1001-5000
2180421,Zeppelin Lab,1-50
376973,Fisher & Paykel Healthcare,1001-5000
345849,Georgiou,51-200
1582591,Transmark Logistics,51-200
5739,Orbotech,1001-5000
454919,Inbox Business Technologies,201-500
969384,KnowBe4,501-1000
1169378,U-TO Solutions,501-1000
806014,Fission Labs,51-200
2472834,Alison At Home,1-50
909505,Travelstart,201-500
2979387,NovaNext,-1-0
2111996,Ticomsoft,51-200
1365997,Appamist,1-50
387216,Tink,51-200
1058090,Glen Callum Associates,1-50
1885122,Pixellot,51-200
957147,Adskom,1-50
1160888,Newshore,51-200
1064262,Medi24,-1-0
247288,Innotec,51-200
2476746,Phaedra Solutions,1-50
577394,Splash Trade,1-50
1360542,The ONE Group (UK),51-200
406504,Elsewedy Electric,10000--1
2557343,UTM Consultants,1-50
719923,Glory Global Solutions,1001-5000
42363,Sunway Group,1001-5000
1034916,Polyconseil,51-200
263796,AgreeYa Solutions,1001-5000
700710,Intermarché,201-500
2464047,IntoZetta,1-50
291718,Pan American Development Foundation,201-500
594535,F&N Dairies Sdn Bhd,5001-10000
372607,Maxxam Analytics,1001-5000
1378592,Psicotec,51-200
2979859,Orac Decor,-1-0
1152101,Freeletics,51-200
1561190,Acima Credit,201-500
2881138,SOLYTIC,-1-0
649040,MALTEM Consulting,1001-5000
1307562,Hublance,201-500
582803,Instructure,1001-5000
1355350,PQE,501-1000
2137389,Serrala ,501-1000
1309333,elopay,1-50
1171831,HolidayTaxis.com,51-200
1525562,FLAMMIA Engineering & Consulting,1-50
1558090,Premier Pensions Management,51-200
2913446,The Chef´s Company,-1-0
405614,CNS,51-200
961454,Meniga,51-200
1185939,Ardekay,1-50
2964029,Rotomail Italia,201-500
280111,Broadway Technology,51-200
844335,KIMBO Design,1-50
2861995,iRonin,-1-0
1054400,Daulfin Grey,1-50
2309866,Elementus,1-50
1776167,Ventura TRAVEL,1-50
2929713,Remedia,1-50
3085435,ALTILIA,-1-0
1860079,Swiftic,1-50
1275015,Emplay,1-50
1031587,FRISS,51-200
760248,Upland Software,201-500
2847984,Orange Business Services,10000--1
11705,Endo Pharmaceuticals,1001-5000
1846262,HERO Recruitment,1-50
980488,Quotient Biodiagnostics,1-50
2467896,Royal FloraHolland,1001-5000
21959,StubHub,1001-5000
1369824,Merixstudio,51-200
422503,PRI,51-200
2575479,MindBridge Ai,51-200
272967,Symtrax,51-200
1379922,RUNNYMEDE Group of Companies,-1-0
135756,Costume Craze,1-50
38810,REHAU,10000--1
484559,Truckstop.com,501-1000
528809,Kovair Software,1-50
2889329,052B,-1-0
2107700,Canadian International School,501-1000
2688743,Ace Software,-1-0
2389489,Warrant Technologies,-1-0
451419,Central Bank of Ireland,501-1000
848671,Alpha Energy and Electric,1-50
10498,DSM,10000--1
10494,Royal Vopak,1001-5000
1404723,Zenput,51-200
638715,Contact Energy,1001-5000
530012,Ranir,501-1000
2899216,SMG Studio,1-50
1836810,Amandis,1-50
1263651,Abdulla H. Al Mutawa Sons,1001-5000
1489602,Bannerflow,51-200
602991,Novare Technologies,201-500
259957,APN Software Services,51-200
307813,adMarketplace,51-200
671918,Ria Financial,201-500
2161609,Arrikto,1-50
33807,ICONMA,1001-5000
804888,FM Conway,1001-5000
2867729,Kickmaker,-1-0
150567,Arcadia.io,201-500
34885,Medical University of South Carolina,5001-10000
2537773,SESAMi,1-50
1435305,GyanDhan,1-50
616436,Esco Micro,51-200
6504,Intrado,5001-10000
1051890,Filinvest City,201-500
34310,K3 Business Technology Group,501-1000
799020,Phenom People,201-500
2053546,Techno Global,51-200
1361310,Nuscience Group,1001-5000
467229,Cardlytics,201-500
2529074,Final Israel,-1-0
933075,Ontex,10000--1
2860077,alti.cernum,-1-0
825243,Trident Technologies,201-500
2580685,ISL,51-200
1419513,Aquila Capital,-1-0
729445,uniQure,201-500
1293713,Equian,1001-5000
2247898,Corecam,1-50
239392,Housing New Zealand,1001-5000
348017,Pareto Law,201-500
1172729,Itility,51-200
422270,Duke-NUS,1001-5000
261423,Planned Systems International,201-500
288722,royal cyber,51-200
1280252,Clearbridge Mobile,51-200
12286,Kelkoo,501-1000
13241,EDB,1-50
10704,Christian Dior Couture,5001-10000
391864,Hiway Federal CU,51-200
2865976,App Info India,-1-0
790028,Masterkey,51-200
316188,Amundi,1001-5000
1038242,Miquido,51-200
2194,Credit Acceptance,1001-5000
10768,Delta Lloyd,5001-10000
1397033,Call Levels,1-50
1067376,HEROLD,501-1000
1511898,BestReviews,51-200
2894867,Elektro-Material,-1-0
2462790,nib nz,51-200
895637,Valiance Solutions,1-50
2481843,Upper Hutt City Council,51-200
2979549,NARATO,-1-0
1123615,Cheppers,51-200
809100,Crayon Data,51-200
1316496,PPC,201-500
473400,Aga Khan University,-1-0
665741,Speaking-Agency,1001-5000
1343862,LASERLINE,201-500
2855529,wePlace,-1-0
1029890,Intersec Group,51-200
2414885,Phonak,1001-5000
1067039,Bachmann electronic,201-500
2050837,KONTEKST Translations,1-50
934800,Deutsche Bundesbank,5001-10000
2867822,MITO,-1-0
1581128,CrossBorder Solutions,51-200
500105,PZU Group,1-50
3020147,Rebolet,-1-0
13661,Ogilvy,1001-5000
1369852,Engibex,1-50
3087342,RNTrust,-1-0
140231,ChannelAdvisor,501-1000
557107,SysAid,51-200
1533922,Groupe Alliance,51-200
432650,Vector Security,1001-5000
1461814,IQ Plus,1-50
1299036,Muntstad,1-50
925563,Bitech International,201-500
119033,Roetzel & Andress,201-500
2897917,solvistas,-1-0
811860,Codemate,51-200
1336277,Onegini,1-50
661718,Nextdoor,201-500
470629,Institute of Photonic Sciences,201-500
1738807,Hatch Asia,1-50
406681,ORTEC,501-1000
2875084,luisaviaroma,-1-0
135932,Tech Mahindra,10000--1
1550497,Denovo Biopharma,1-50
2897582,Thaleria,-1-0
802771,Jonathan Rose Companies,1-50
866698,NTENT,51-200
446972,Vrije Universiteit Brussel,1001-5000
1299231,Smart Business & IT Solutions,1-50
1530922,NewCruit,1-50
460239,E-World USA Holding,1-50
3047757,Libraesva,-1-0
2004525,LAAgencia,1-50
933184,Barmenia Versicherungen,1001-5000
1325440,Kolibri Games,51-200
158963,ICD Americas Inc,51-200
1603750,Helloprint,51-200
1257571,Zaelab,51-200
934766,Krohne,1001-5000
2928138,Sinar Mutiara Indah,-1-0
1195020,Pilmico,201-500
604302,Crisalix,51-200
562933,Petronash,1-50
4192,Time Inc.,5001-10000
227605,HubSpot,1001-5000
1588262,MobileXpense,1-50
32085,Assetlink,1-50
1184405,SWECO,10000--1
1029143,IAT Insurance Group,501-1000
881634,Calpine Solutions,201-500
780691,Cookpad,51-200
327021,Architecture Technology Corporation,51-200
688107,Powerhouse,501-1000
3008678,Igloo Energy ,1-50
1065201,Boss Paints,-1-0
801526,Lastline,51-200
2135185,i4 Consulting,1-50
2894269,e.Bavarian Health,-1-0
240744,Franklin Templeton Investments,5001-10000
1727504,Immedis,51-200
2167005,First Military Recruitment,1-50
946253,GSE Group,51-200
310484,"Queen Mary, University of London",5001-10000
3061359,Custodis-IT Security Solutions,-1-0
544307,Right Group,201-500
439918,Stella McCartney,501-1000
2797,Gilbane,1001-5000
1178896,LendingKart,201-500
1323074,Stratton Finance,51-200
12351,Mirror Image Internet,51-200
2852874,IndentNow,201-500
1101473,fme,51-200
1396186,Employment Hero,51-200
2892786,Calearo Antenne,-1-0
1057094,PTOLEMUS Consulting Group,1-50
1310815,Softomotive,51-200
1268773,Ryte,51-200
14455,Havas Worldwide,10000--1
1057371,Hitech Placements,1-50
2850587,HID Global,-1-0
1394774,Tenacious Techies,-1-0
719041,Zenith Technologies,501-1000
2218285,Peoplique,1-50
804692,Cordant Group,10000--1
1458200,Casperon,51-200
1046972,Big Outsource,1-50
1376479,Happy Socks,1-50
1023078,Withings,201-500
3079520,Neurosensum,-1-0
14933,ConocoPhillips,10000--1
2902118,KOGIT,-1-0
733644,CSOFT International,201-500
1660961,mClinica,1-50
3072025,inHealth,-1-0
2892794,CENTRAL COUNCIL FOR RESEARCH IN AYURVEDIC SCIENCES,-1-0
1087348,Instapage,201-500
16016,Emerald Group,1-50
1992189,creditshelf,1-50
2982720,PlayPark,-1-0
932898,Lödige Industries,1001-5000
30559,Alphanumeric Systems,501-1000
1015788,01 Systems,1-50
1144252,Aztec Group,501-1000
894625,Lassurance Retraite,10000--1
648302,S2P,1-50
996002,WorldRemit,501-1000
2467169,Techson,1-50
962002,Roposo,51-200
37501,Ryman,1001-5000
18712,Modis,5001-10000
1526,Dairy Queen,201-500
2377122,HKM HR Management,1-50
2354876,MZ3,-1-0
953305,Publicis Health Media,-1-0
2335806,Edge by Ascential,201-500
360421,HealthSmart,1001-5000
587755,AAW & Partners,1001-5000
1187094,Taylorollinson,1-50
470482,Bourgault Industries,201-500
1740,Oshkosh Corporation,10000--1
1276173,Peachtree Networks,51-200
40650,EFG Eurobank Ergasias,10000--1
588100,Grant Thornton Ireland,51-200
239762,PDI Software,501-1000
1090159,Singular,51-200
2106300,Miro,201-500
717226,GPRS,201-500
3069765,Hartley People,-1-0
2977388,Advenica,-1-0
35997,JoJo Maman Bébé,501-1000
670294,FriarTuck,51-200
36783,Imperial College London,5001-10000
1030981,GlobeTech,201-500
2982300,miDiagnostics,-1-0
1959029,Emerging Tech Media Publication,-1-0
260441,Ellie Mae,1001-5000
2972462,Rewardsco,-1-0
2539646,Top Link Contracting & General Transport,501-1000
1337319,I Freelance,-1-0
5738,PartnerRe,501-1000
3071955,IDential,-1-0
1643918,Integration Resourcing,1-50
787995,LookingGlass Cyber Solutions,201-500
2940583,six cube technologies,-1-0
777366,Quadriga,51-200
826411,Pinnacle Services,-1-0
1107297,Planorama,51-200
855728,Braahmam,51-200
2993557,Ariana,1-50
1065508,Mutualité chrétienne,-1-0
2551675,Cmd,1-50
951730,Finance in Motion,51-200
628057,CN Group,201-500
2567085,Mint Solutions,1-50
554919,H2 Performance Consulting,51-200
2970661,Transsnet Group,-1-0
547126,Triovest Realty Advisors,501-1000
1562369,Onwelo,201-500
136974,Ministry of Social Development,5001-10000
15690,Geberit,10000--1
1646441,Prozis,201-500
2605042,Fundament,-1-0
436636,KLR,201-500
1008956,Cello Health Insight,51-200
1304424,commercetools,51-200
1297997,P&P Parking Solutions,1-50
741535,TrustingSocial,1-50
345552,Hamilton Health Sciences,5001-10000
35325,Baidu,51-200
1387201,Novel Web Creation,-1-0
2981541,Majestic Technosoft,-1-0
1115726,HFG Service,-1-0
2860406,JLE Solutions,-1-0
1149400,Springboard,51-200
1598655,Pixie Services,1-50
11502,Luminex,501-1000
2991992,adtiki,-1-0
10441,Munich Re,5001-10000
1083438,Hunting Heads,1-50
767065,"The Linde Group, Inc",51-200
759110,tng,1001-5000
2703,AmerisourceBergen,10000--1
2121050,VanRiet,201-500
326300,Eviivo,51-200
795864,Omega Resource Group,51-200
805040,Barhale,501-1000
2385527,Mezzanine (SF),1-50
1986968,Sympower,1-50
1718530,inMorphis,51-200
912218,Cievents,51-200
713444,Accion Labs,1001-5000
748725,REPL Group,201-500
656313,Insticator,51-200
1838191,HashMicro,51-200
638888,Information Services Group,1001-5000
1968090,Hitta.se,51-200
4759,BOK Financial,1001-5000
41056,Midland Holdings,5001-10000
1639936,LOFT,5001-10000
2396470,Arion,51-200
448600,Long Term Care Partners,201-500
897569,Smiggle,501-1000
373952,A-Connect,1-50
1363602,LEROY & ASSOCIES,-1-0
2201409,The Heritage Group,1001-5000
2886515,hostettler autotechnik,-1-0
722443,Trendyol,1001-5000
3020433,Lifeware,51-200
454092,ARC Business Solutions,51-200
2884447,Medloop Technologies,1-50
1900200,UserTribe,51-200
460596,Rugby Football Union,501-1000
944536,FELD M,1-50
650544,Lisi Aerospace,5001-10000
2483742,Petlove (Brazil),51-200
1322591,ARES Staffing Solutions,51-200
486049,ThousandEyes,201-500
2363225,Schlaeger,501-1000
2925545,Aqua Diving Services,1-50
2920185,DMarket,51-200
352576,API (Accomodations Plus International),201-500
4710,American Axle & Manufacturing,10000--1
430915,Argus,1-50
475890,Firm Consulting,1-50
12847,Argos,10000--1
2884527,Lusha Systems,-1-0
1321881,The Scalers,51-200
2889031,FitFyles,-1-0
2605180,Tempor,-1-0
794670,Adria Solutions,1-50
41429,US Department of Veterans Affairs,10000--1
409765,Cast & Crew,501-1000
2994082,AWM Network,-1-0
1318559,Earlens,51-200
532730,IIT Rajasthan,1-50
2176741,StructureIt,51-200
674464,Government of the United Kingdom,201-500
2931272,Viz.ai,-1-0
1459704,MPOWER Financing,1-50
1281203,Mobiapps,1-50
2915108,APPNROLL,-1-0
1446752,CareerXperts Consulting,1-50
932538,Deutsches GeoForschungsZentrum,1001-5000
9777,SonicWall,1001-5000
1964856,Oxyhem,1-50
1153214,Yonego,51-200
2389119,Digital Luxury Group,51-200
281363,Omnilytics,1-50
748502,BTicino,1001-5000
1119029,PharmaLex,201-500
1399590,Onerent,1-50
3053508,Babbage Company,-1-0
3088653,ISO Meccanica,-1-0
12061,ASICS,5001-10000
915543,Joule Energy,1-50
312799,Alliander,5001-10000
818419,Cobec Consulting,51-200
13672,Wunderman,5001-10000
717221,Ottobock,5001-10000
3036719,NewtonGreen Technologies,-1-0
986985,Breman,1001-5000
42466,LanceSoft,1001-5000
424005,ConnectedGroup,51-200
1298097,Riot Micro,1-50
3084890,Aeffe Farmaceutici,-1-0
1877989,Plunes,201-500
114282,Jouve,1001-5000
11911,EQ Works,1-50
2383415,Smart Radiology,1-50
1309343,Organi,51-200
1469652,MCR Systems,1-50
1000937,Piktochart,51-200
922530,Kompas Gramedia,5001-10000
2443812,Gorilla Accounting,1-50
296198,Dextra Technologies,201-500
285406,HedgeServ,1001-5000
767085,Author-it Software,51-200
3054397,Amazon Plumbing Services,1-50
2840749,Talentos IT,-1-0
1526898,tado°,51-200
2595586,TOKIGAMES,1-50
2203829,Tavas Consultancy,1-50
2467014,Blackstraw,1-50
2055570,Sacyr,10000--1
1318180,ATMECS,501-1000
2359244,Waste Management NZ,1001-5000
2979401,Nomanini,-1-0
274363,Amlogic,1-50
1144072,Serti,51-200
1125488,ADA,51-200
363551,Paul Wurth,1001-5000
2862084,INTEGR8 media,-1-0
643639,AFour Technologies,51-200
930779,Helmholtz-Zentrum Für Umweltforschung UFZ,1001-5000
3073730,kWh People,-1-0
803062,Epyx,51-200
970646,Hawk-Eye Innovations,201-500
1129634,Elia,1-50
2378988,Oktagon,51-200
730059,Devbridge Group,201-500
229227,MLC,1001-5000
2911359,DuckerFrontier,-1-0
1186707,Zwift,201-500
663470,Frontline Information Technology,1-50
575819,American AgCredit,501-1000
571355,2isolutions,51-200
1065155,Auto 5,-1-0
1867403,Vanbreda Risk & Benefits,501-1000
1534436,Peoples Group,51-200
1106190,Business & Decision Group,1001-5000
2926345,PLANAR SPHERE,-1-0
2377330,Citadel Search,1-50
2499828,Medius Health,1-50
269950,Globalsoft Solutions,1-50
1710775,Code Desk,1-50
320839,Baylis Medical Company,501-1000
2876849,RUBBLE MASTER,-1-0
816936,Connect,51-200
314503,Rimini Street,1001-5000
1567844,VodafoneZiggo,5001-10000
2882748,Metisoft,51-200
347436,Humboldt Universität zu Berlin,1001-5000
1199937,Bloomon,51-200
2802333,Nova Escola,-1-0
119151,ETH Zurich,5001-10000
1189281,Nobia,1-50
3059400,Comunello & Associati,-1-0
2417672,Oasis Computer Consultants,-1-0
3001524,Cirrus Energy,-1-0
3449,BCD Travel,10000--1
2394754,Oilfield Workforce Group,1-50
4262,National Australia Bank,10000--1
558965,Zemingo,51-200
1146278,CyberMAK Information Systems,51-200
493378,Akorbi,201-500
618826,Wake Forest Institute for Regenerative Medicine,201-500
253219,Worldwide Clinical Trials,1001-5000
1522320,RIA,51-200
755621,Adamson Engineering,51-200
14048,Iris Software,1001-5000
1358300,Ciel HR,51-200
583625,Vaillant Group,10000--1
1804062,GenieAgent,1-50
222630,Newport Group,1001-5000
1264862,Christianson & Company,51-200
488424,Burnbrae Farms,501-1000
36677,Frazer-Nash Consultancy,501-1000
957,GP Strategies,1001-5000
3008233,Jigserv Digital,-1-0
1200961,Crit Job,1001-5000
2603748,Intelletec,1-50
1460182,Cheetah,51-200
2886154,SYNYO,-1-0
606993,Movidius,51-200
216846,ACDI/VOCA,1001-5000
428405,Fujifilm Diosynth Biotechnologies,1001-5000
520244,Syngene International Limited,1001-5000
1118459,ND SATCOM,51-200
953163,Certent,201-500
1361990,Synergy Network Solutions,1-50
505732,Brainloop,51-200
10478,Allied Irish Banks,5001-10000
1101198,Bright Network,1-50
449079,DMI,1001-5000
867269,Utility Resource Group,501-1000
528570,AffiniPay,51-200
2979210,SHIELD Foundry,-1-0
1545218,Hoffrogge,-1-0
824188,Slice,51-200
2916648,Paramount Property Ventures,-1-0
2874650,Technology Development Group,-1-0
935298,Runners Point,1001-5000
448202,WGSN,1-50
548408,Bel Group,10000--1
2982279,Power Lines Pro,-1-0
35373,ASOS,1001-5000
669726,Propeller Health,51-200
1013270,SpringRole,51-200
2275933,inlumi,51-200
4208,Harmonic,1001-5000
16160,Renesas,-1-0
2377272,OTSAW,1-50
2821299,MedPass,1-50
999360,Gleeson Recruitment,51-200
2114385,HELIX RE,51-200
38683,Gilbarco Veeder-Root,1001-5000
1853397,Bond West Consultants,201-500
983565,PatSnap,201-500
466897,Alltech,501-1000
2586036,INNOSYSTEC,51-200
1010497,Podium,201-500
412641,HAP,51-200
2266326,K Health,51-200
1370118,Nepa,201-500
2542794,Rawdata Technologies,1-50
364690,City Beach,1001-5000
2069084,Customer Intelligence,1-50
1312198,Cologne Intelligence,1-50
2839670,Yellowpepper,-1-0
401460,ACE European Group,1001-5000
776012,Signifyd,51-200
1771815,Relativity,501-1000
795903,Pioneer Selection,1-50
1577178,Barhead Solutions,51-200
2214950,Smyth & Bradshaw,1-50
1856556,Redbox Digital,51-200
926297,Talent Search People,51-200
2319534,Affinity Group,1-50
10301,Coats,10000--1
996725,Fidelis Cybersecurity,201-500
2243617,A Different Engine,1-50
422101,Futurice,201-500
3092971,Medi Q Healthcare Group,-1-0
395085,Pam MacD's,1-50
3982,VTech Holdings,-1-0
3071472,Infynita,-1-0
113997,Public Health Agency of Canada,1001-5000
402851,Clinical Professionals,51-200
213,Dun & Bradstreet,1001-5000
521167,CSK HPKV,1001-5000
1483408,Sonder,1001-5000
2996206,Digitale Opsporing,1-50
1161595,International Water Management Institute,201-500
3073454,Krishna Global Services,-1-0
2884296,Chevalier Rechtsanwaltsgesellschaft,-1-0
2164968,Right Resource Management Group-HR,-1-0
786475,The Creative Counsel,501-1000
2095329,Brusa Elektronik,51-200
554158,Max Planck Institute for Computer Science,-1-0
35477,Shoprite Group,201-500
29692,Tefen,51-200
894626,Optimus Search ,1-50
465860,CSOB,5001-10000
1831399,Jump On The School Bus,1-50
1339837,Re-Teck,1-50
258888,Silverchair,51-200
1271331,PLSH Personal-Logistik-Service,-1-0
990793,Netpoleon Solutions,51-200
156009,Hardis,1001-5000
763932,States of Guernsey,-1-0
2363416,Jobmedia Recruitment,1-50
3071629,IAB Spain,-1-0
135468,Kelly & Associates Insurance Group,501-1000
745787,ByrneLooby,51-200
1592367,Sentiance,1-50
1451718,ELMO Cloud HR & Payroll,201-500
2608424,Leitat - Technological Center,-1-0
2892760,Bokio,-1-0
3031995,PT Lean Design Electronics International,-1-0
909749,Reinventing Geospatial,1-50
684058,Telensa,51-200
1091618,PULS Power Supply,501-1000
2431833,SellUP,1-50
1347198,CINQ Technologies,201-500
1270207,Salary Finance,51-200
38145,smile,1-50
2969269,HAYS RESPONSE,-1-0
1149158,X-Technology,1-50
1113121,Cuculus,51-200
1884886,Eliiza,1-50
2889444,eyepin,-1-0
782250,Sysnet Integrators,1-50
22509,"Rothmans, Benson & Hedges",501-1000
854923,Campaign Monitor ,201-500
2922141,neosight,1-50
1916519,Konfid.io,1-50
3082749,ECS (NJ),-1-0
40486,ASM Pacific Technology,10000--1
1997641,Framework Science,51-200
1708121,Behavox,51-200
1591593,Cogent (Australia),51-200
736333,Netguru,201-500
368680,Erasmus University,1001-5000
866544,Eawag,201-500
1029792,iMocha,51-200
1043118,GreenSlate,1-50
1055858,BankWest (South Dakota),201-500
1308480,Signavio,51-200
2221196,Standard Communications,1-50
25623,GO,501-1000
2390865,Dropit Shopping,1-50
658270,CPM Asia Pacific,-1-0
259813,Preh,1001-5000
3082651,PMC Rail International Academy,-1-0
631926,Virtuos,1001-5000
35690,Latitude Resources,1-50
8448,SCHOTT,10000--1
911199,Solenis,5001-10000
9255,WatchGuard Technologies,501-1000
274436,Saggezza,501-1000
294712,Semcon,1001-5000
2745621,Inbox,-1-0
1988204,Egypt and Middel East Information Technology,1-50
296306,eMoney Advisor,501-1000
1383415,Penbrothers,1-50
768144,Switch Media,1-50
2359416,Alphanova,1-50
2957882,Airelectronics,-1-0
2701664,Wincor Nixdorf,-1-0
2084852,Veo,-1-0
1366784,KEYTEO,201-500
1660281,Transaction Capital Recoveries,1001-5000
808140,Fagron,1001-5000
2974140,adMare BioInnovations,-1-0
459214,General Assembly,501-1000
2946330,Web Sketchers,-1-0
525513,Netzens Softech,51-200
1073991,Bemet International,1-50
3010364,Kensu,-1-0
1302108,Advanced RPO,51-200
1200220,Adésys,1-50
3036566,OneFi,-1-0
11650,OmniVision Technologies,1001-5000
